"","SignedMonth","Pricing.Mechanism.sum","SubCustomer.component","ATLpolicy","Obligation.2014","MovingAverage"
"33",2010-03-01,"Combination","Army","YOUNG",0.0811677133718443,0.129910646837113
"34",2010-04-01,"Combination","Army","YOUNG",0.230260051957638,0.194974984556411
"35",2010-05-01,"Combination","Army","YOUNG",0.20488148817929,0.172103084502924
"36",2010-06-01,"Combination","Army","YOUNG",0.0751570126658109,0.170099517600913
"37",2010-07-01,"Combination","Army","YOUNG",0.160425226080445,0.146821242308515
"38",2010-08-01,"Combination","Army","YOUNG",0.120141188232777,0.118574475659678
"39",2010-09-01,"Combination","Army","YOUNG",0.355123704118528,0.211896706143917
"40",2010-10-01,"Combination","Army","YOUNG",0.115800581934536,0.197021824761947
"41",2010-11-01,"Combination","Army","YOUNG",0.103059852664708,0.191328046239258
"42",2010-12-01,"Combination","Army","YOUNG",0.124686243411666,0.11451555933697
"43",2011-01-01,"Combination","Army","YOUNG",0.0702852631347042,0.0993437864036928
"44",2011-02-01,"Combination","Army","YOUNG",0.11445887403483,0.103143460193733
"45",2011-03-01,"Combination","Army","YOUNG",0.132643326091062,0.105795821086865
"46",2011-04-01,"Combination","Army","YOUNG",0.122540943537558,0.12321438122115
"47",2011-05-01,"Combination","Army","YOUNG",0.0672333624947545,0.107472544041125
"48",2011-06-01,"Combination","Army","YOUNG",0.0996986197335292,0.0964909752552804
"49",2011-07-01,"Combination","Army","YOUNG",0.0752318601657574,0.0807212807980137
"50",2011-08-01,"Combination","Army","YOUNG",0.0636919838019303,0.079540821233739
"51",2011-09-01,"Combination","Army","YOUNG",0.214598571527486,0.117840805165058
"52",2011-10-01,"Combination","Army","YOUNG",0.0439538393986201,0.107414798242679
"53",2011-11-01,"Combination","Army","YOUNG",0.0331443389661209,0.0972322499640758
"54",2011-12-01,"Combination","Army","YOUNG",0.085724618875502,0.0542742657467477
"55",2012-01-01,"Combination","Army","YOUNG",0.0460759328184533,0.0549816302200254
"56",2012-02-01,"Combination","Army","YOUNG",0.0879169979198847,0.0732391832046133
"57",2012-03-01,"Combination","Army","YOUNG",0.18559709287406,0.106530007870799
"58",2012-04-01,"Combination","Army","YOUNG",0.039706634991247,0.104406908595064
"59",2012-05-01,"Combination","Army","YOUNG",0.0483388125115848,0.0912141801256307
"60",2012-06-01,"Combination","Army","YOUNG",0.0399608286273298,0.0426687587100539
"61",2012-07-01,"Combination","Army","YOUNG",0.0582448559468644,0.0488481656952597
"62",2012-08-01,"Combination","Army","YOUNG",0.0394289232622799,0.045878202612158
"63",2012-09-01,"Combination","Army","YOUNG",0.136526585871692,0.0780667883602787
"64",2012-10-01,"Combination","Army","YOUNG",0.0101185699579567,0.0620246930306428
"65",2012-11-01,"Combination","Army","YOUNG",0.0344496840327003,0.060364946620783
"66",2012-12-01,"Combination","Army","YOUNG",0.153208018287905,0.065925424092854
"67",2013-01-01,"Combination","Army","YOUNG",0.0294415663074033,0.0723664228760028
"68",2013-02-01,"Combination","Army","YOUNG",0.0246375160002031,0.0690957001985038
"69",2013-03-01,"Combination","Army","YOUNG",0.0294774822497207,0.0278521881857757
"70",2013-04-01,"Combination","Army","YOUNG",0.0376068905636234,0.0305739629378491
"71",2013-05-01,"Combination","Army","YOUNG",0.0206226551904133,0.0292356760012525
"72",2013-06-01,"Combination","Army","YOUNG",0.213442693846552,0.0905574132001963
"73",2013-07-01,"Combination","Army","YOUNG",0.0141274636439525,0.082730937560306
"74",2013-08-01,"Combination","Army","YOUNG",0.0663926729760333,0.0979876101555127
"75",2013-09-01,"Combination","Army","YOUNG",0.0125728675560069,0.0310310013919976
"76",2013-10-01,"Combination","Army","YOUNG",0.0007204585232,0.0265619996850801
"77",2013-11-01,"Combination","Army","YOUNG",0.0015141716308,0.0049358325700023
"78",2013-12-01,"Combination","Army","YOUNG",0.0587595334137,0.0203313878559
"79",2014-01-01,"Combination","Army","YOUNG",-0.0012777925562,0.0196653041627667
"80",2014-02-01,"Combination","Army","YOUNG",-0.0015854925072,0.0186320827834333
"81",2014-03-01,"Combination","Army","YOUNG",0.1536109144537,0.0502492097967667
"82",2014-04-01,"Combination","Army","YOUNG",0.0028474680541,0.0516242966668667
"83",2014-05-01,"Combination","Army","YOUNG",0.0005090618998,0.0523224814692
"84",2014-06-01,"Combination","Army","YOUNG",-0.0007237090954,0.000877606952833333
"85",2014-07-01,"Combination","Army","YOUNG",0.0132904952408,0.00435861601506667
"86",2014-08-01,"Combination","Army","YOUNG",0.0018542501982,0.00480701211453333
"87",2014-09-01,"Combination","Army","YOUNG",0.0341041613118,0.0164163022502667
"88",2009-04-01,"Combination","Army","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.026722788298333,NA
"89",2009-05-01,"Combination","Army","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.206506063682615,NA
"90",2009-06-01,"Combination","Army","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.425274295713358,0.219501049231435
"91",2009-07-01,"Combination","Army","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.237009605336653,0.289596654910875
"92",2009-08-01,"Combination","Army","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.46800596924659,0.376763290098867
"93",2009-09-01,"Combination","Army","CARTER
pre-2009 NDAA
Sec. 864 Impl.",1.80098870228404,0.835334758955762
"94",2009-10-01,"Combination","Army","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.00310902952503209,0.757367900351889
"95",2009-11-01,"Combination","Army","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.00274238612537441,0.602280039311484
"96",2009-12-01,"Combination","Army","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0774452871523321,0.0277655676009129
"97",2010-01-01,"Combination","Army","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0212193390671801,0.0338023374482955
"98",2010-02-01,"Combination","Army","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0945036546534018,0.064389426957638
"99",2010-03-01,"Combination","Army","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.143973333429611,0.0865654423833975
"100",2010-04-01,"Combination","Army","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.456041125342319,0.231506037808444
"101",2010-05-01,"Combination","Army","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.158897569854514,0.252970676208815
"102",2010-06-01,"Combination","Army","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.111022923587933,0.241987206261589
"103",2010-07-01,"Combination","Army","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.063493052813436,0.111137848751961
"104",2010-08-01,"Combination","Army","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.17133071834617,0.115282231582513
"105",2010-09-01,"Combination","Army","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.327831562066752,0.18755177774212
"106",2010-10-01,"Combination","Army","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.00475889622324801,0.16797372554539
"107",2010-11-01,"Combination","Army","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0523544019932858,0.128314953427762
"108",2010-12-01,"Combination","Army","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0717880821548468,0.0429671267904602
"109",2011-01-01,"Combination","Army","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0486991171737306,0.0576138671072877
"110",2011-02-01,"Combination","Army","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0308205755035669,0.0504359249440481
"111",2011-03-01,"Combination","Army","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.113754464855225,0.0644247191775073
"112",2011-04-01,"Combination","Army","CARTER
pre-2009 NDAA
Sec. 864 Impl.",-0.0281992975451112,0.0387919142712267
"113",2011-05-01,"Combination","Army","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0391666281368023,0.0415739318156386
"114",2011-06-01,"Combination","Army","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.107100115159463,0.0393558152503847
"115",2011-07-01,"Combination","Army","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0514364364771297,0.065901059924465
"116",2011-08-01,"Combination","Army","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.234576850199329,0.131037800611974
"117",2011-09-01,"Combination","Army","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.137934334473353,0.141315873716604
"118",2011-10-01,"Combination","Army","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.00139455634847081,0.124635247007051
"119",2011-11-01,"Combination","Army","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0170685785398002,0.052132489787208
"120",2011-12-01,"Combination","Army","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0560802709195757,0.0248478019359489
"121",2012-01-01,"Combination","Army","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0262131790340851,0.033120676164487
"122",2012-02-01,"Combination","Army","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0538344756358768,0.0453759751965125
"123",2012-03-01,"Combination","Army","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0660877082792709,0.0487117876497443
"124",2012-04-01,"Combination","Army","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.116242758088765,0.0787216473346377
"125",2012-05-01,"Combination","Army","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0373760953042941,0.0732355205574434
"126",2012-06-01,"Combination","Army","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0978385387910617,0.0838191307280404
"127",2012-07-01,"Combination","Army","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0210607010194625,0.0520917783716061
"128",2012-08-01,"Combination","Army","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.181983432437442,0.100294224082655
"129",2012-09-01,"Combination","Army","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.230770579651941,0.144604904369615
"130",2012-10-01,"Combination","Army","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.00241448519955316,0.138389499096312
"131",2012-11-01,"Combination","Army","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.00777664011831015,0.0803205683232681
"132",2012-12-01,"Combination","Army","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.105187714022951,0.0384596131136048
"133",2013-01-01,"Combination","Army","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.000790520171524322,0.0379182914375952
"134",2013-02-01,"Combination","Army","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.00900112934284554,0.0383264545124403
"135",2013-03-01,"Combination","Army","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.021454670809282,0.010415440107884
"136",2013-04-01,"Combination","Army","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.017080694272875,0.0158454981416675
"137",2013-05-01,"Combination","Army","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0217292317191023,0.0200881989337531
"138",2013-06-01,"Combination","Army","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.104718475340814,0.0478428004442639
"139",2013-07-01,"Combination","Army","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0146695291403473,0.0470390787334213
"140",2013-08-01,"Combination","Army","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0274897383448766,0.0489592476086795
"141",2013-09-01,"Combination","Army","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0925959498825023,0.0449184057892421
"142",2013-10-01,"Combination","Army","CARTER
pre-2009 NDAA
Sec. 864 Impl.",-0.0065121526841,0.037857845181093
"143",2013-11-01,"Combination","Army","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0098485094414,0.0319774355466008
"144",2013-12-01,"Combination","Army","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0048635525834,0.00273330311356667
"145",2014-01-01,"Combination","Army","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0041576695623,0.00628991052903333
"146",2014-02-01,"Combination","Army","CARTER
pre-2009 NDAA
Sec. 864 Impl.",-0.0004040312673,0.00287239695946667
"147",2014-03-01,"Combination","Army","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0049347086601,0.0028961156517
"148",2014-04-01,"Combination","Army","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0031456758814,0.00255878442473333
"149",2014-05-01,"Combination","Army","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.000697555548,0.00292598002983333
"150",2014-06-01,"Combination","Army","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0205999762129,0.00814773588076667
"151",2014-07-01,"Combination","Army","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0008032173956,0.0073669163855
"152",2014-08-01,"Combination","Army","CARTER
pre-2009 NDAA
Sec. 864 Impl.",-0.0076587190301,0.00458149152613333
"153",2014-09-01,"Combination","Army","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0352317291072,0.0094587424909
"154",2007-07-01,"Combination","Navy","YOUNG",0.0247286909192951,NA
"155",2007-08-01,"Combination","Navy","YOUNG",0.157868156268942,NA
"156",2007-09-01,"Combination","Navy","YOUNG",0.364607505185767,0.182401450791335
"157",2007-10-01,"Combination","Navy","YOUNG",0.235603672527115,0.252693111327275
"158",2007-11-01,"Combination","Navy","YOUNG",0.0765000972451193,0.225570424986
"159",2007-12-01,"Combination","Navy","YOUNG",0.329433893145336,0.21384588763919
"160",2008-01-01,"Combination","Navy","YOUNG",0.112192584598698,0.172708858329718
"161",2008-02-01,"Combination","Navy","YOUNG",0.109066788394794,0.183564422046276
"162",2008-03-01,"Combination","Navy","YOUNG",0.218214952841649,0.146491441945047
"163",2008-04-01,"Combination","Navy","YOUNG",0.177159250911063,0.168146997382502
"164",2008-05-01,"Combination","Navy","YOUNG",0.206960329045553,0.200778177599422
"165",2008-06-01,"Combination","Navy","YOUNG",0.229844549295011,0.204654709750542
"166",2008-07-01,"Combination","Navy","YOUNG",0.306930988275488,0.247911955538684
"167",2008-08-01,"Combination","Navy","YOUNG",0.220771364522777,0.252515634031092
"168",2008-09-01,"Combination","Navy","YOUNG",1.14007811404555,0.555926822281273
"169",2008-10-01,"Combination","Navy","YOUNG",0.456358531067331,0.605736003211887
"170",2008-11-01,"Combination","Navy","YOUNG",0.563839922981165,0.720092189364683
"171",2008-12-01,"Combination","Navy","YOUNG",6.14295786000217,2.38771877135022
"172",2009-01-01,"Combination","Navy","YOUNG",0.340997827570903,2.34926520351808
"173",2009-02-01,"Combination","Navy","YOUNG",0.355454070448149,2.27980325267374
"174",2009-03-01,"Combination","Navy","YOUNG",1.57111747009093,0.75585645603666
"175",2009-04-01,"Combination","Navy","YOUNG",0.324353417861009,0.750308319466696
"176",2009-05-01,"Combination","Navy","YOUNG",0.285319338763802,0.726930075571913
"177",2009-06-01,"Combination","Navy","YOUNG",0.322654791437541,0.310775849354117
"178",2009-07-01,"Combination","Navy","YOUNG",0.196697888016887,0.268224006072743
"179",2009-08-01,"Combination","Navy","YOUNG",0.143476062134661,0.220942913863029
"180",2009-09-01,"Combination","Navy","YOUNG",0.285184243515913,0.208452731222487
"181",2009-10-01,"Combination","Navy","YOUNG",0.026946392190843,0.151868899280472
"182",2009-11-01,"Combination","Navy","YOUNG",0.00784453691698759,0.106658390874581
"183",2009-12-01,"Combination","Navy","YOUNG",0.129473160483526,0.0547546965304521
"184",2010-01-01,"Combination","Navy","YOUNG",0.116432713543004,0.0845834703145058
"185",2010-02-01,"Combination","Navy","YOUNG",0.0350620217693624,0.0936559652652974
"186",2010-03-01,"Combination","Navy","YOUNG",0.12199972385537,0.0911648197225788
"187",2010-04-01,"Combination","Navy","YOUNG",0.190777754824561,0.115946500149765
"188",2010-05-01,"Combination","Navy","YOUNG",0.102955497946085,0.138577658875339
"189",2010-06-01,"Combination","Navy","YOUNG",0.0618444803915276,0.118525911054058
"190",2010-07-01,"Combination","Navy","YOUNG",0.0628039120239623,0.0758679634538582
"191",2010-08-01,"Combination","Navy","YOUNG",0.160680221673085,0.095109538029525
"192",2010-09-01,"Combination","Navy","YOUNG",0.17813289678006,0.133872343492369
"193",2010-10-01,"Combination","Navy","YOUNG",0.0978829364351658,0.145565351629437
"194",2010-11-01,"Combination","Navy","YOUNG",0.109597491439362,0.128537774884863
"195",2010-12-01,"Combination","Navy","YOUNG",0.168953100650441,0.125477842841656
"196",2011-01-01,"Combination","Navy","YOUNG",2.20065987301721,0.826403488369003
"197",2011-02-01,"Combination","Navy","YOUNG",0.110078899622325,0.826563957763323
"198",2011-03-01,"Combination","Navy","YOUNG",0.224568588438943,0.845102453692824
"199",2011-04-01,"Combination","Navy","YOUNG",1.28909961874738,0.541249035602881
"200",2011-05-01,"Combination","Navy","YOUNG",0.513894467268149,0.675854224818156
"201",2011-06-01,"Combination","Navy","YOUNG",0.403197697471674,0.7353972611624
"202",2011-07-01,"Combination","Navy","YOUNG",0.122358495216114,0.346483553318646
"203",2011-08-01,"Combination","Navy","YOUNG",0.0956537780214016,0.207069990236397
"204",2011-09-01,"Combination","Navy","YOUNG",0.110953389288712,0.109655220842076
"205",2011-10-01,"Combination","Navy","YOUNG",0.00514749233858511,0.0705848865495661
"206",2011-11-01,"Combination","Navy","YOUNG",0.044628286746988,0.0535763894580949
"207",2011-12-01,"Combination","Navy","YOUNG",0.141962763855422,0.0639128476469983
"208",2012-01-01,"Combination","Navy","YOUNG",2.83685134784265,1.00781413281502
"209",2012-02-01,"Combination","Navy","YOUNG",1.09281545634847,1.35720985601552
"210",2012-03-01,"Combination","Navy","YOUNG",0.15244675909793,1.36070452109635
"211",2012-04-01,"Combination","Navy","YOUNG",0.0668345583976933,0.437365591281365
"212",2012-05-01,"Combination","Navy","YOUNG",0.0531306717227886,0.0908039964061374
"213",2012-06-01,"Combination","Navy","YOUNG",0.0695151339923798,0.0631601213709539
"214",2012-07-01,"Combination","Navy","YOUNG",0.0168808528266914,0.0465088861806199
"215",2012-08-01,"Combination","Navy","YOUNG",0.111576373545464,0.0659907867881784
"216",2012-09-01,"Combination","Navy","YOUNG",0.148598098939347,0.0923517751038341
"217",2012-10-01,"Combination","Navy","YOUNG",0.0577749680827663,0.105983146855859
"218",2012-11-01,"Combination","Navy","YOUNG",0.080824662897126,0.0957325766397465
"219",2012-12-01,"Combination","Navy","YOUNG",2.49056122354565,0.876386951508513
"220",2013-01-01,"Combination","Navy","YOUNG",0.0250139126573576,0.865466599700044
"221",2013-02-01,"Combination","Navy","YOUNG",0.0350732328714329,0.850216123024813
"222",2013-03-01,"Combination","Navy","YOUNG",0.04571311915294,0.0352667548939102
"223",2013-04-01,"Combination","Navy","YOUNG",0.0297069605056362,0.0368311041766697
"224",2013-05-01,"Combination","Navy","YOUNG",0.242827479261907,0.106082519640161
"225",2013-06-01,"Combination","Navy","YOUNG",0.0651680379776582,0.112567492581734
"226",2013-07-01,"Combination","Navy","YOUNG",0.0293696664077384,0.112455061215768
"227",2013-08-01,"Combination","Navy","YOUNG",0.225724251184929,0.106753985190109
"228",2013-09-01,"Combination","Navy","YOUNG",0.0333393333875292,0.096144416993399
"229",2013-10-01,"Combination","Navy","YOUNG",0.0015341007987,0.0868658951237195
"230",2013-11-01,"Combination","Navy","YOUNG",0.0081068023592,0.0143267455151431
"231",2013-12-01,"Combination","Navy","YOUNG",0.0230851055449,0.0109086695676
"232",2014-01-01,"Combination","Navy","YOUNG",0.009816833461,0.0136695804550333
"233",2014-02-01,"Combination","Navy","YOUNG",0.0194971427367,0.0174663605808667
"234",2014-03-01,"Combination","Navy","YOUNG",0.01452914594,0.0146143740459
"235",2014-04-01,"Combination","Navy","YOUNG",0.0499751038404,0.0280004641723667
"236",2014-05-01,"Combination","Navy","YOUNG",0.0100389562989,0.0248477353597667
"237",2014-06-01,"Combination","Navy","YOUNG",0.0047470954308,0.0215870518567
"238",2014-07-01,"Combination","Navy","YOUNG",0.0184477832722,0.0110779450006333
"239",2014-08-01,"Combination","Navy","YOUNG",0.0015494200643,0.0082480995891
"240",2014-09-01,"Combination","Navy","YOUNG",0.0055303348796,0.00850917940536667
"241",2009-04-01,"Combination","Navy","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0107499134877679,NA
"242",2009-05-01,"Combination","Navy","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.56933599852782,NA
"243",2009-06-01,"Combination","Navy","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.271050382507036,0.283712098174208
"244",2009-07-01,"Combination","Navy","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.261544085732843,0.367310155589233
"245",2009-08-01,"Combination","Navy","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.334430362448582,0.289008276896154
"246",2009-09-01,"Combination","Navy","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.847886856484087,0.481287101555171
"247",2009-10-01,"Combination","Navy","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.216758209039367,0.466358475990679
"248",2009-11-01,"Combination","Navy","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0046282817821994,0.356424449101885
"249",2009-12-01,"Combination","Navy","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0198746892918271,0.0804203933711311
"250",2010-01-01,"Combination","Navy","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.00794607777064613,0.0108163496148909
"251",2010-02-01,"Combination","Navy","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.252213945154044,0.0933449040721723
"252",2010-03-01,"Combination","Navy","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0864143945977749,0.115524805840822
"253",2010-04-01,"Combination","Navy","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.145598094030809,0.161408811260876
"254",2010-05-01,"Combination","Navy","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0576649581621737,0.0965591489302525
"255",2010-06-01,"Combination","Navy","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0396546341249465,0.0809725621059763
"256",2010-07-01,"Combination","Navy","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.150218548427471,0.0825127135715304
"257",2010-08-01,"Combination","Navy","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0494914632113821,0.0797882152545999
"258",2010-09-01,"Combination","Navy","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.128748910954215,0.109486307531023
"259",2010-10-01,"Combination","Navy","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.010410163669744,0.0628835126117803
"260",2010-11-01,"Combination","Navy","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0482776311791859,0.0624789019343816
"261",2010-12-01,"Combination","Navy","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0299755385858162,0.0295544444782487
"262",2011-01-01,"Combination","Navy","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0105433300356693,0.0295988332668905
"263",2011-02-01,"Combination","Navy","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0963229974402014,0.0456139553538956
"264",2011-03-01,"Combination","Navy","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0327161227129668,0.0465274833962792
"265",2011-04-01,"Combination","Navy","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0329149937473773,0.0539847046335152
"266",2011-05-01,"Combination","Navy","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0621836007133865,0.0426049057245769
"267",2011-06-01,"Combination","Navy","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.250758682480067,0.115285758980277
"268",2011-07-01,"Combination","Navy","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0141049955518254,0.10901575958176
"269",2011-08-01,"Combination","Navy","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0475995307385648,0.104154402923486
"270",2011-09-01,"Combination","Navy","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0377116924884599,0.0331387395929501
"271",2011-10-01,"Combination","Navy","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.00565257394707033,0.0303212657246984
"272",2011-11-01,"Combination","Navy","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0228720605807847,0.022078775672105
"273",2011-12-01,"Combination","Navy","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0324115396972505,0.0203120580750352
"274",2012-01-01,"Combination","Navy","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0425779361445783,0.0326205121408712
"275",2012-02-01,"Combination","Navy","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0308986196993101,0.0352960318470463
"276",2012-03-01,"Combination","Navy","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.012183799330656,0.0285534517248481
"277",2012-04-01,"Combination","Navy","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0271933592729894,0.0234252594343185
"278",2012-05-01,"Combination","Navy","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.019315150437648,0.0195641030137645
"279",2012-06-01,"Combination","Navy","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0377232840799094,0.0280772645968489
"280",2012-07-01,"Combination","Navy","CARTER
pre-2009 NDAA
Sec. 864 Impl.",0.0370240353310679,0.0313541566162084
